Moles Titrant Added,Volume Titrant Added,Moles Acid,[A],Moles Base,[B],Total Volume,pH
0.000135,0.001348,0.000065,0.019474,0.000000,0.000000,0.003348,1.710538,
0.000135,0.001352,0.000065,0.019332,0.000000,0.000000,0.003352,1.713729,
0.000136,0.001356,0.000064,0.019190,0.000000,0.000000,0.003356,1.716936,
0.000136,0.001360,0.000064,0.019048,0.000000,0.000000,0.003360,1.720159,
0.000136,0.001364,0.000064,0.018906,0.000000,0.000000,0.003364,1.723399,
0.000137,0.001368,0.000063,0.018765,0.000000,0.000000,0.003368,1.726655,
0.000137,0.001372,0.000063,0.018624,0.000000,0.000000,0.003372,1.729928,
0.000138,0.001376,0.000062,0.018483,0.000000,0.000000,0.003376,1.733218,
0.000138,0.001380,0.000062,0.018343,0.000000,0.000000,0.003380,1.736525,
0.000138,0.001384,0.000062,0.018203,0.000000,0.000000,0.003384,1.739850,
0.000139,0.001388,0.000061,0.018064,0.000000,0.000000,0.003388,1.743192,
0.000139,0.001392,0.000061,0.017925,0.000000,0.000000,0.003392,1.746552,
0.000140,0.001396,0.000060,0.017786,0.000000,0.000000,0.003396,1.749931,
0.000140,0.001400,0.000060,0.017647,0.000000,0.000000,0.003400,1.753328,
0.000140,0.001404,0.000060,0.017509,0.000000,0.000000,0.003404,1.756743,
0.000141,0.001408,0.000059,0.017371,0.000000,0.000000,0.003408,1.760178,
0.000141,0.001412,0.000059,0.017233,0.000000,0.000000,0.003412,1.763632,
0.000142,0.001416,0.000058,0.017096,0.000000,0.000000,0.003416,1.767105,
0.000142,0.001420,0.000058,0.016959,0.000000,0.000000,0.003420,1.770598,
0.000142,0.001424,0.000058,0.016822,0.000000,0.000000,0.003424,1.774111,
0.000143,0.001428,0.000057,0.016686,0.000000,0.000000,0.003428,1.777645,
0.000143,0.001432,0.000057,0.016550,0.000000,0.000000,0.003432,1.781199,
0.000144,0.001436,0.000056,0.016414,0.000000,0.000000,0.003436,1.784774,
0.000144,0.001440,0.000056,0.016279,0.000000,0.000000,0.003440,1.788370,
0.000144,0.001444,0.000056,0.016144,0.000000,0.000000,0.003444,1.791988,
0.000145,0.001448,0.000055,0.016009,0.000000,0.000000,0.003448,1.795628,
0.000145,0.001452,0.000055,0.015875,0.000000,0.000000,0.003452,1.799290,
0.000146,0.001456,0.000054,0.015741,0.000000,0.000000,0.003456,1.802975,
0.000146,0.001460,0.000054,0.015607,0.000000,0.000000,0.003460,1.806682,
0.000146,0.001464,0.000054,0.015473,0.000000,0.000000,0.003464,1.810413,
0.000147,0.001468,0.000053,0.015340,0.000000,0.000000,0.003468,1.814167,
0.000147,0.001472,0.000053,0.015207,0.000000,0.000000,0.003472,1.817946,
0.000148,0.001476,0.000052,0.015075,0.000000,0.000000,0.003476,1.821748,
0.000148,0.001480,0.000052,0.014943,0.000000,0.000000,0.003480,1.825576,
0.000148,0.001484,0.000052,0.014811,0.000000,0.000000,0.003484,1.829428,
0.000149,0.001488,0.000051,0.014679,0.000000,0.000000,0.003488,1.833307,
0.000149,0.001492,0.000051,0.014548,0.000000,0.000000,0.003492,1.837211,
0.000150,0.001496,0.000050,0.014416,0.000000,0.000000,0.003496,1.841141,
0.000150,0.001500,0.000050,0.014286,0.000000,0.000000,0.003500,1.845098,
0.000150,0.001504,0.000050,0.014155,0.000000,0.000000,0.003504,1.849082,
0.000151,0.001508,0.000049,0.014025,0.000000,0.000000,0.003508,1.853094,
0.000151,0.001512,0.000049,0.013895,0.000000,0.000000,0.003512,1.857135,
0.000152,0.001516,0.000048,0.013766,0.000000,0.000000,0.003516,1.861204,
0.000152,0.001520,0.000048,0.013636,0.000000,0.000000,0.003520,1.865301,
0.000152,0.001524,0.000048,0.013507,0.000000,0.000000,0.003524,1.869429,
0.000153,0.001528,0.000047,0.013379,0.000000,0.000000,0.003528,1.873587,
0.000153,0.001532,0.000047,0.013250,0.000000,0.000000,0.003532,1.877775,
0.000154,0.001536,0.000046,0.013122,0.000000,0.000000,0.003536,1.881994,
0.000154,0.001540,0.000046,0.012994,0.000000,0.000000,0.003540,1.886245,
0.000154,0.001544,0.000046,0.012867,0.000000,0.000000,0.003544,1.890529,
0.000155,0.001548,0.000045,0.012740,0.000000,0.000000,0.003548,1.894845,
0.000155,0.001552,0.000045,0.012613,0.000000,0.000000,0.003552,1.899195,
0.000156,0.001556,0.000044,0.012486,0.000000,0.000000,0.003556,1.903579,
0.000156,0.001560,0.000044,0.012360,0.000000,0.000000,0.003560,1.907997,
0.000156,0.001564,0.000044,0.012233,0.000000,0.000000,0.003564,1.912451,
0.000157,0.001568,0.000043,0.012108,0.000000,0.000000,0.003568,1.916941,
0.000157,0.001572,0.000043,0.011982,0.000000,0.000000,0.003572,1.921468,
0.000158,0.001576,0.000042,0.011857,0.000000,0.000000,0.003576,1.926032,
0.000158,0.001580,0.000042,0.011732,0.000000,0.000000,0.003580,1.930634,
0.000158,0.001584,0.000042,0.011607,0.000000,0.000000,0.003584,1.935275,
0.000159,0.001588,0.000041,0.011483,0.000000,0.000000,0.003588,1.939955,
0.000159,0.001592,0.000041,0.011359,0.000000,0.000000,0.003592,1.944676,
0.000160,0.001596,0.000040,0.011235,0.000000,0.000000,0.003596,1.949438,
0.000160,0.001600,0.000040,0.011111,0.000000,0.000000,0.003600,1.954243,
0.000160,0.001604,0.000040,0.010988,0.000000,0.000000,0.003604,1.959090,
0.000161,0.001608,0.000039,0.010865,0.000000,0.000000,0.003608,1.963980,
0.000161,0.001612,0.000039,0.010742,0.000000,0.000000,0.003612,1.968916,
0.000162,0.001616,0.000038,0.010619,0.000000,0.000000,0.003616,1.973897,
0.000162,0.001620,0.000038,0.010497,0.000000,0.000000,0.003620,1.978925,
0.000162,0.001624,0.000038,0.010375,0.000000,0.000000,0.003624,1.984000,
0.000163,0.001628,0.000037,0.010254,0.000000,0.000000,0.003628,1.989124,
0.000163,0.001632,0.000037,0.010132,0.000000,0.000000,0.003632,1.994298,
0.000164,0.001636,0.000036,0.010011,0.000000,0.000000,0.003636,1.999522,
0.000164,0.001640,0.000036,0.009890,0.000000,0.000000,0.003640,2.004799,
0.000164,0.001644,0.000036,0.009769,0.000000,0.000000,0.003644,2.010128,
0.000165,0.001648,0.000035,0.009649,0.000000,0.000000,0.003648,2.015512,
0.000165,0.001652,0.000035,0.009529,0.000000,0.000000,0.003652,2.020952,
0.000166,0.001656,0.000034,0.009409,0.000000,0.000000,0.003656,2.026448,
0.000166,0.001660,0.000034,0.009290,0.000000,0.000000,0.003660,2.032002,
0.000166,0.001664,0.000034,0.009170,0.000000,0.000000,0.003664,2.037616,
0.000167,0.001668,0.000033,0.009051,0.000000,0.000000,0.003668,2.043291,
0.000167,0.001672,0.000033,0.008932,0.000000,0.000000,0.003672,2.049029,
0.000168,0.001676,0.000032,0.008814,0.000000,0.000000,0.003676,2.054830,
0.000168,0.001680,0.000032,0.008696,0.000000,0.000000,0.003680,2.060698,
0.000168,0.001684,0.000032,0.008578,0.000000,0.000000,0.003684,2.066633,
0.000169,0.001688,0.000031,0.008460,0.000000,0.000000,0.003688,2.072636,
0.000169,0.001692,0.000031,0.008342,0.000000,0.000000,0.003692,2.078711,
0.000170,0.001696,0.000030,0.008225,0.000000,0.000000,0.003696,2.084858,
0.000170,0.001700,0.000030,0.008108,0.000000,0.000000,0.003700,2.091080,
0.000170,0.001704,0.000030,0.007991,0.000000,0.000000,0.003704,2.097379,
0.000171,0.001708,0.000029,0.007875,0.000000,0.000000,0.003708,2.103757,
0.000171,0.001712,0.000029,0.007759,0.000000,0.000000,0.003712,2.110215,
0.000172,0.001716,0.000028,0.007643,0.000000,0.000000,0.003716,2.116757,
0.000172,0.001720,0.000028,0.007527,0.000000,0.000000,0.003720,2.123385,
0.000172,0.001724,0.000028,0.007411,0.000000,0.000000,0.003724,2.130101,
0.000173,0.001728,0.000027,0.007296,0.000000,0.000000,0.003728,2.136907,
0.000173,0.001732,0.000027,0.007181,0.000000,0.000000,0.003732,2.143807,
0.000174,0.001736,0.000026,0.007066,0.000000,0.000000,0.003736,2.150803,
0.000174,0.001740,0.000026,0.006952,0.000000,0.000000,0.003740,2.157898,
0.000174,0.001744,0.000026,0.006838,0.000000,0.000000,0.003744,2.165096,
0.000175,0.001748,0.000025,0.006724,0.000000,0.000000,0.003748,2.172399,
0.000175,0.001752,0.000025,0.006610,0.000000,0.000000,0.003752,2.179811,
0.000176,0.001756,0.000024,0.006496,0.000000,0.000000,0.003756,2.187336,
0.000176,0.001760,0.000024,0.006383,0.000000,0.000000,0.003760,2.194977,
0.000176,0.001764,0.000024,0.006270,0.000000,0.000000,0.003764,2.202738,
0.000177,0.001768,0.000023,0.006157,0.000000,0.000000,0.003768,2.210623,
0.000177,0.001772,0.000023,0.006045,0.000000,0.000000,0.003772,2.218637,
0.000178,0.001776,0.000022,0.005932,0.000000,0.000000,0.003776,2.226784,
0.000178,0.001780,0.000022,0.005820,0.000000,0.000000,0.003780,2.235069,
0.000178,0.001784,0.000022,0.005708,0.000000,0.000000,0.003784,2.243497,
0.000179,0.001788,0.000021,0.005597,0.000000,0.000000,0.003788,2.252074,
0.000179,0.001792,0.000021,0.005485,0.000000,0.000000,0.003792,2.260805,
0.000180,0.001796,0.000020,0.005374,0.000000,0.000000,0.003796,2.269696,
0.000180,0.001800,0.000020,0.005263,0.000000,0.000000,0.003800,2.278754,
0.000180,0.001804,0.000020,0.005152,0.000000,0.000000,0.003804,2.287984,
0.000181,0.001808,0.000019,0.005042,0.000000,0.000000,0.003808,2.297396,
0.000181,0.001812,0.000019,0.004932,0.000000,0.000000,0.003812,2.306995,
0.000182,0.001816,0.000018,0.004822,0.000000,0.000000,0.003816,2.316791,
0.000182,0.001820,0.000018,0.004712,0.000000,0.000000,0.003820,2.326791,
0.000182,0.001824,0.000018,0.004603,0.000000,0.000000,0.003824,2.337005,
0.000183,0.001828,0.000017,0.004493,0.000000,0.000000,0.003828,2.347443,
0.000183,0.001832,0.000017,0.004384,0.000000,0.000000,0.003832,2.358116,
0.000184,0.001836,0.000016,0.004275,0.000000,0.000000,0.003836,2.369035,
0.000184,0.001840,0.000016,0.004167,0.000000,0.000000,0.003840,2.380211,
0.000184,0.001844,0.000016,0.004058,0.000000,0.000000,0.003844,2.391659,
0.000185,0.001848,0.000015,0.003950,0.000000,0.000000,0.003848,2.403391,
0.000185,0.001852,0.000015,0.003842,0.000000,0.000000,0.003852,2.415425,
0.000186,0.001856,0.000014,0.003734,0.000000,0.000000,0.003856,2.427775,
0.000186,0.001860,0.000014,0.003627,0.000000,0.000000,0.003860,2.440459,
0.000186,0.001864,0.000014,0.003520,0.000000,0.000000,0.003864,2.453498,
0.000187,0.001868,0.000013,0.003413,0.000000,0.000000,0.003868,2.466913,
0.000187,0.001872,0.000013,0.003306,0.000000,0.000000,0.003872,2.480725,
0.000188,0.001876,0.000012,0.003199,0.000000,0.000000,0.003876,2.494962,
0.000188,0.001880,0.000012,0.003093,0.000000,0.000000,0.003880,2.509650,
0.000188,0.001884,0.000012,0.002987,0.000000,0.000000,0.003884,2.524821,
0.000189,0.001888,0.000011,0.002881,0.000000,0.000000,0.003888,2.540508,
0.000189,0.001892,0.000011,0.002775,0.000000,0.000000,0.003892,2.556749,
0.000190,0.001896,0.000010,0.002669,0.000000,0.000000,0.003896,2.573586,
0.000190,0.001900,0.000010,0.002564,0.000000,0.000000,0.003900,2.591065,
0.000190,0.001904,0.000010,0.002459,0.000000,0.000000,0.003904,2.609239,
0.000191,0.001908,0.000009,0.002354,0.000000,0.000000,0.003908,2.628167,
0.000191,0.001912,0.000009,0.002249,0.000000,0.000000,0.003912,2.647916,
0.000192,0.001916,0.000008,0.002145,0.000000,0.000000,0.003916,2.668563,
0.000192,0.001920,0.000008,0.002041,0.000000,0.000000,0.003920,2.690196,
0.000192,0.001924,0.000008,0.001937,0.000000,0.000000,0.003924,2.712915,
0.000193,0.001928,0.000007,0.001833,0.000000,0.000000,0.003928,2.736839,
0.000193,0.001932,0.000007,0.001729,0.000000,0.000000,0.003932,2.762105,
0.000194,0.001936,0.000006,0.001626,0.000000,0.000000,0.003936,2.788875,
0.000194,0.001940,0.000006,0.001523,0.000000,0.000000,0.003940,2.817345,
0.000194,0.001944,0.000006,0.001420,0.000000,0.000000,0.003944,2.847749,
0.000195,0.001948,0.000005,0.001317,0.000000,0.000000,0.003948,2.880374,
0.000195,0.001952,0.000005,0.001215,0.000000,0.000000,0.003952,2.915576,
0.000196,0.001956,0.000004,0.001112,0.000000,0.000000,0.003956,2.953804,
0.000196,0.001960,0.000004,0.001010,0.000000,0.000000,0.003960,2.995635,
0.000196,0.001964,0.000004,0.000908,0.000000,0.000000,0.003964,3.041831,
0.000197,0.001968,0.000003,0.000806,0.000000,0.000000,0.003968,3.093422,
0.000197,0.001972,0.000003,0.000705,0.000000,0.000000,0.003972,3.151851,
0.000198,0.001976,0.000002,0.000604,0.000000,0.000000,0.003976,3.219235,
0.000198,0.001980,0.000002,0.000503,0.000000,0.000000,0.003980,3.298853,
0.000198,0.001984,0.000002,0.000402,0.000000,0.000000,0.003984,3.396199,
0.000199,0.001988,0.000001,0.000301,0.000000,0.000000,0.003988,3.521574,
0.000199,0.001992,0.000001,0.000200,0.000000,0.000000,0.003992,3.698101,
0.000200,0.001996,0.000000,0.000100,0.000000,0.000000,0.003996,3.999565,
0.000200,0.002000,0.000000,0.000000,0.000000,0.000000,0.004000,7.000000,
0.000200,0.002004,0.000000,0.000000,0.000000,0.000100,0.004004,9.999566,
0.000201,0.002008,0.000000,0.000000,0.000001,0.000200,0.004008,10.300162,
0.000201,0.002012,0.000000,0.000000,0.000001,0.000299,0.004012,10.475820,
0.000202,0.002016,0.000000,0.000000,0.000002,0.000398,0.004016,10.600326,
0.000202,0.002020,0.000000,0.000000,0.000002,0.000498,0.004020,10.696804,
0.000202,0.002024,0.000000,0.000000,0.000002,0.000596,0.004024,10.775553,
0.000203,0.002028,0.000000,0.000000,0.000003,0.000695,0.004028,10.842069,
0.000203,0.002032,0.000000,0.000000,0.000003,0.000794,0.004032,10.899629,
0.000204,0.002036,0.000000,0.000000,0.000004,0.000892,0.004036,10.950351,
0.000204,0.002040,0.000000,0.000000,0.000004,0.000990,0.004040,10.995679,
0.000204,0.002044,0.000000,0.000000,0.000004,0.001088,0.004044,11.036642,
0.000205,0.002048,0.000000,0.000000,0.000005,0.001186,0.004048,11.074001,
0.000205,0.002052,0.000000,0.000000,0.000005,0.001283,0.004052,11.108334,
0.000206,0.002056,0.000000,0.000000,0.000006,0.001381,0.004056,11.140090,
0.000206,0.002060,0.000000,0.000000,0.000006,0.001478,0.004060,11.169625,
0.000206,0.002064,0.000000,0.000000,0.000006,0.001575,0.004064,11.197226,
0.000207,0.002068,0.000000,0.000000,0.000007,0.001672,0.004068,11.223128,
0.000207,0.002072,0.000000,0.000000,0.000007,0.001768,0.004072,11.247525,
0.000208,0.002076,0.000000,0.000000,0.000008,0.001865,0.004076,11.270579,
0.000208,0.002080,0.000000,0.000000,0.000008,0.001961,0.004080,11.292430,
0.000208,0.002084,0.000000,0.000000,0.000008,0.002057,0.004084,11.313194,
0.000209,0.002088,0.000000,0.000000,0.000009,0.002153,0.004088,11.332972,
0.000209,0.002092,0.000000,0.000000,0.000009,0.002248,0.004092,11.351852,
0.000210,0.002096,0.000000,0.000000,0.000010,0.002344,0.004096,11.369911,
0.000210,0.002100,0.000000,0.000000,0.000010,0.002439,0.004100,11.387216,
0.000210,0.002104,0.000000,0.000000,0.000010,0.002534,0.004104,11.403826,
0.000211,0.002108,0.000000,0.000000,0.000011,0.002629,0.004108,11.419793,
0.000211,0.002112,0.000000,0.000000,0.000011,0.002724,0.004112,11.435165,
0.000212,0.002116,0.000000,0.000000,0.000012,0.002818,0.004116,11.449983,
0.000212,0.002120,0.000000,0.000000,0.000012,0.002913,0.004120,11.464284,
0.000212,0.002124,0.000000,0.000000,0.000012,0.003007,0.004124,11.478103,
0.000213,0.002128,0.000000,0.000000,0.000013,0.003101,0.004128,11.491470,
0.000213,0.002132,0.000000,0.000000,0.000013,0.003195,0.004132,11.504414,
0.000214,0.002136,0.000000,0.000000,0.000014,0.003288,0.004136,11.516958,
0.000214,0.002140,0.000000,0.000000,0.000014,0.003382,0.004140,11.529128,
0.000214,0.002144,0.000000,0.000000,0.000014,0.003475,0.004144,11.540943,
0.000215,0.002148,0.000000,0.000000,0.000015,0.003568,0.004148,11.552423,
0.000215,0.002152,0.000000,0.000000,0.000015,0.003661,0.004152,11.563586,
0.000216,0.002156,0.000000,0.000000,0.000016,0.003754,0.004156,11.574449,
0.000216,0.002160,0.000000,0.000000,0.000016,0.003846,0.004160,11.585027,
0.000216,0.002164,0.000000,0.000000,0.000016,0.003939,0.004164,11.595333,
0.000217,0.002168,0.000000,0.000000,0.000017,0.004031,0.004168,11.605382,
0.000217,0.002172,0.000000,0.000000,0.000017,0.004123,0.004172,11.615184,
0.000218,0.002176,0.000000,0.000000,0.000018,0.004215,0.004176,11.624752,
0.000218,0.002180,0.000000,0.000000,0.000018,0.004306,0.004180,11.634096,
0.000218,0.002184,0.000000,0.000000,0.000018,0.004398,0.004184,11.643226,
0.000219,0.002188,0.000000,0.000000,0.000019,0.004489,0.004188,11.652151,
0.000219,0.002192,0.000000,0.000000,0.000019,0.004580,0.004192,11.660880,
0.000220,0.002196,0.000000,0.000000,0.000020,0.004671,0.004196,11.669421,
0.000220,0.002200,0.000000,0.000000,0.000020,0.004762,0.004200,11.677781,
0.000220,0.002204,0.000000,0.000000,0.000020,0.004853,0.004204,11.685967,
0.000221,0.002208,0.000000,0.000000,0.000021,0.004943,0.004208,11.693988,
0.000221,0.002212,0.000000,0.000000,0.000021,0.005033,0.004212,11.701847,
0.000222,0.002216,0.000000,0.000000,0.000022,0.005123,0.004216,11.709553,
0.000222,0.002220,0.000000,0.000000,0.000022,0.005213,0.004220,11.717110,
0.000222,0.002224,0.000000,0.000000,0.000022,0.005303,0.004224,11.724524,
0.000223,0.002228,0.000000,0.000000,0.000023,0.005393,0.004228,11.731800,
0.000223,0.002232,0.000000,0.000000,0.000023,0.005482,0.004232,11.738942,
0.000224,0.002236,0.000000,0.000000,0.000024,0.005571,0.004236,11.745956,
0.000224,0.002240,0.000000,0.000000,0.000024,0.005660,0.004240,11.752845,
0.000224,0.002244,0.000000,0.000000,0.000024,0.005749,0.004244,11.759614,
0.000225,0.002248,0.000000,0.000000,0.000025,0.005838,0.004248,11.766267,
0.000225,0.002252,0.000000,0.000000,0.000025,0.005927,0.004252,11.772807,
0.000226,0.002256,0.000000,0.000000,0.000026,0.006015,0.004256,11.779238,
0.000226,0.002260,0.000000,0.000000,0.000026,0.006103,0.004260,11.785564,
0.000226,0.002264,0.000000,0.000000,0.000026,0.006191,0.004264,11.791787,
0.000227,0.002268,0.000000,0.000000,0.000027,0.006279,0.004268,11.797910,
0.000227,0.002272,0.000000,0.000000,0.000027,0.006367,0.004272,11.803938,
0.000228,0.002276,0.000000,0.000000,0.000028,0.006455,0.004276,11.809871,
0.000228,0.002280,0.000000,0.000000,0.000028,0.006542,0.004280,11.815714,
0.000228,0.002284,0.000000,0.000000,0.000028,0.006629,0.004284,11.821469,
0.000229,0.002288,0.000000,0.000000,0.000029,0.006716,0.004288,11.827138,
0.000229,0.002292,0.000000,0.000000,0.000029,0.006803,0.004292,11.832723,
0.000230,0.002296,0.000000,0.000000,0.000030,0.006890,0.004296,11.838227,
0.000230,0.002300,0.000000,0.000000,0.000030,0.006977,0.004300,11.843653,
0.000230,0.002304,0.000000,0.000000,0.000030,0.007063,0.004304,11.849001,
0.000231,0.002308,0.000000,0.000000,0.000031,0.007149,0.004308,11.854275,
0.000231,0.002312,0.000000,0.000000,0.000031,0.007236,0.004312,11.859476,
0.000232,0.002316,0.000000,0.000000,0.000032,0.007322,0.004316,11.864606,
0.000232,0.002320,0.000000,0.000000,0.000032,0.007407,0.004320,11.869666,
0.000232,0.002324,0.000000,0.000000,0.000032,0.007493,0.004324,11.874659,
0.000233,0.002328,0.000000,0.000000,0.000033,0.007579,0.004328,11.879587,
0.000233,0.002332,0.000000,0.000000,0.000033,0.007664,0.004332,11.884450,
0.000234,0.002336,0.000000,0.000000,0.000034,0.007749,0.004336,11.889250,
0.000234,0.002340,0.000000,0.000000,0.000034,0.007834,0.004340,11.893989,
0.000234,0.002344,0.000000,0.000000,0.000034,0.007919,0.004344,11.898669,
0.000235,0.002348,0.000000,0.000000,0.000035,0.008004,0.004348,11.903290,
0.000235,0.002352,0.000000,0.000000,0.000035,0.008088,0.004352,11.907854,
0.000236,0.002356,0.000000,0.000000,0.000036,0.008173,0.004356,11.912362,
0.000236,0.002360,0.000000,0.000000,0.000036,0.008257,0.004360,11.916816,
0.000236,0.002364,0.000000,0.000000,0.000036,0.008341,0.004364,11.921217,
0.000237,0.002368,0.000000,0.000000,0.000037,0.008425,0.004368,11.925565,
0.000237,0.002372,0.000000,0.000000,0.000037,0.008509,0.004372,11.929863,
0.000238,0.002376,0.000000,0.000000,0.000038,0.008592,0.004376,11.934111,
0.000238,0.002380,0.000000,0.000000,0.000038,0.008676,0.004380,11.938309,
0.000238,0.002384,0.000000,0.000000,0.000038,0.008759,0.004384,11.942461,
0.000239,0.002388,0.000000,0.000000,0.000039,0.008842,0.004388,11.946565,
0.000239,0.002392,0.000000,0.000000,0.000039,0.008925,0.004392,11.950624,
0.000240,0.002396,0.000000,0.000000,0.000040,0.009008,0.004396,11.954638,
0.000240,0.002400,0.000000,0.000000,0.000040,0.009091,0.004400,11.958607,
0.000240,0.002404,0.000000,0.000000,0.000040,0.009173,0.004404,11.962534,
0.000241,0.002408,0.000000,0.000000,0.000041,0.009256,0.004408,11.966419,
0.000241,0.002412,0.000000,0.000000,0.000041,0.009338,0.004412,11.970262,
0.000242,0.002416,0.000000,0.000000,0.000042,0.009420,0.004416,11.974064,
0.000242,0.002420,0.000000,0.000000,0.000042,0.009502,0.004420,11.977827,
0.000242,0.002424,0.000000,0.000000,0.000042,0.009584,0.004424,11.981551,
0.000243,0.002428,0.000000,0.000000,0.000043,0.009666,0.004428,11.985236,
0.000243,0.002432,0.000000,0.000000,0.000043,0.009747,0.004432,11.988884,
0.000244,0.002436,0.000000,0.000000,0.000044,0.009829,0.004436,11.992495,
0.000244,0.002440,0.000000,0.000000,0.000044,0.009910,0.004440,11.996070,
0.000244,0.002444,0.000000,0.000000,0.000044,0.009991,0.004444,11.999609,
0.000245,0.002448,0.000000,0.000000,0.000045,0.010072,0.004448,12.003113,
0.000245,0.002452,0.000000,0.000000,0.000045,0.010153,0.004452,12.006583,
0.000246,0.002456,0.000000,0.000000,0.000046,0.010233,0.004456,12.010020,
0.000246,0.002460,0.000000,0.000000,0.000046,0.010314,0.004460,12.013423,
0.000246,0.002464,0.000000,0.000000,0.000046,0.010394,0.004464,12.016794,
0.000247,0.002468,0.000000,0.000000,0.000047,0.010474,0.004468,12.020133,
0.000247,0.002472,0.000000,0.000000,0.000047,0.010555,0.004472,12.023440,
0.000248,0.002476,0.000000,0.000000,0.000048,0.010634,0.004476,12.026717,
0.000248,0.002480,0.000000,0.000000,0.000048,0.010714,0.004480,12.029963,
0.000248,0.002484,0.000000,0.000000,0.000048,0.010794,0.004484,12.033180,
0.000249,0.002488,0.000000,0.000000,0.000049,0.010873,0.004488,12.036367,
0.000249,0.002492,0.000000,0.000000,0.000049,0.010953,0.004492,12.039525,
0.000250,0.002496,0.000000,0.000000,0.000050,0.011032,0.004496,12.042655,
0.000250,0.002500,0.000000,0.000000,0.000050,0.011111,0.004500,12.045757,
0.000250,0.002504,0.000000,0.000000,0.000050,0.011190,0.004504,12.048832,
0.000251,0.002508,0.000000,0.000000,0.000051,0.011269,0.004508,12.051880,
0.000251,0.002512,0.000000,0.000000,0.000051,0.011348,0.004512,12.054901,
0.000252,0.002516,0.000000,0.000000,0.000052,0.011426,0.004516,12.057896,
0.000252,0.002520,0.000000,0.000000,0.000052,0.011504,0.004520,12.060865,
0.000252,0.002524,0.000000,0.000000,0.000052,0.011583,0.004524,12.063809,
0.000253,0.002528,0.000000,0.000000,0.000053,0.011661,0.004528,12.066728,
0.000253,0.002532,0.000000,0.000000,0.000053,0.011739,0.004532,12.069622,
0.000254,0.002536,0.000000,0.000000,0.000054,0.011817,0.004536,12.072492,
0.000254,0.002540,0.000000,0.000000,0.000054,0.011894,0.004540,12.075338,
0.000254,0.002544,0.000000,0.000000,0.000054,0.011972,0.004544,12.078161,
0.000255,0.002548,0.000000,0.000000,0.000055,0.012049,0.004548,12.080960,
0.000255,0.002552,0.000000,0.000000,0.000055,0.012127,0.004552,12.083737,
0.000256,0.002556,0.000000,0.000000,0.000056,0.012204,0.004556,12.086491,
0.000256,0.002560,0.000000,0.000000,0.000056,0.012281,0.004560,12.089223,
0.000256,0.002564,0.000000,0.000000,0.000056,0.012358,0.004564,12.091933,
0.000257,0.002568,0.000000,0.000000,0.000057,0.012434,0.004568,12.094622,
0.000257,0.002572,0.000000,0.000000,0.000057,0.012511,0.004572,12.097290,
0.000258,0.002576,0.000000,0.000000,0.000058,0.012587,0.004576,12.099936,
0.000258,0.002580,0.000000,0.000000,0.000058,0.012664,0.004580,12.102563,
0.000258,0.002584,0.000000,0.000000,0.000058,0.012740,0.004584,12.105168,
0.000259,0.002588,0.000000,0.000000,0.000059,0.012816,0.004588,12.107754,
0.000259,0.002592,0.000000,0.000000,0.000059,0.012892,0.004592,12.110320,
0.000260,0.002596,0.000000,0.000000,0.000060,0.012968,0.004596,12.112866,
0.000260,0.002600,0.000000,0.000000,0.000060,0.013043,0.004600,12.115393,
0.000260,0.002604,0.000000,0.000000,0.000060,0.013119,0.004604,12.117902,
0.000261,0.002608,0.000000,0.000000,0.000061,0.013194,0.004608,12.120391,
0.000261,0.002612,0.000000,0.000000,0.000061,0.013270,0.004612,12.122862,
0.000262,0.002616,0.000000,0.000000,0.000062,0.013345,0.004616,12.125315,
0.000262,0.002620,0.000000,0.000000,0.000062,0.013420,0.004620,12.127750,
0.000262,0.002624,0.000000,0.000000,0.000062,0.013495,0.004624,12.130167,
0.000263,0.002628,0.000000,0.000000,0.000063,0.013570,0.004628,12.132566,
0.000263,0.002632,0.000000,0.000000,0.000063,0.013644,0.004632,12.134949,
0.000264,0.002636,0.000000,0.000000,0.000064,0.013719,0.004636,12.137314,
0.000264,0.002640,0.000000,0.000000,0.000064,0.013793,0.004640,12.139662,
0.000264,0.002644,0.000000,0.000000,0.000064,0.013867,0.004644,12.141994,
0.000265,0.002648,0.000000,0.000000,0.000065,0.013941,0.004648,12.144309,
0.000265,0.002652,0.000000,0.000000,0.000065,0.014015,0.004652,12.146608,
0.000266,0.002656,0.000000,0.000000,0.000066,0.014089,0.004656,12.148891,
0.000266,0.002660,0.000000,0.000000,0.000066,0.014163,0.004660,12.151158,
0.000266,0.002664,0.000000,0.000000,0.000066,0.014237,0.004664,12.153410,
0.000267,0.002668,0.000000,0.000000,0.000067,0.014310,0.004668,12.155646,
0.000267,0.002672,0.000000,0.000000,0.000067,0.014384,0.004672,12.157866,
0.000268,0.002676,0.000000,0.000000,0.000068,0.014457,0.004676,12.160072,
0.000268,0.002680,0.000000,0.000000,0.000068,0.014530,0.004680,12.162263,
0.000268,0.002684,0.000000,0.000000,0.000068,0.014603,0.004684,12.164439,
0.000269,0.002688,0.000000,0.000000,0.000069,0.014676,0.004688,12.166601,
0.000269,0.002692,0.000000,0.000000,0.000069,0.014749,0.004692,12.168748,
0.000270,0.002696,0.000000,0.000000,0.000070,0.014821,0.004696,12.170881,
0.000270,0.002700,0.000000,0.000000,0.000070,0.014894,0.004700,12.173000,
0.000270,0.002704,0.000000,0.000000,0.000070,0.014966,0.004704,12.175105,
